FECHA DEL EVENTO;DIRECCIÓN ATENCIÓN DEL INCIDENTE;LATITUD;LONGITUD;Tiempo de Respuesta;Tiempo total evento;RECURSOS;RECURSOS2;RECURSOS3;RECURSOS4;RECURSOS5;RECURSOS6;RECURSOS7;TOTAL RECURSOS;J1;J2;Cdte.;Sub. Cdte.;Tte.;Sgto.;Cabo;Bro.;Otro;Total;SERVICIO;CLASE DE SERVICIO;SUBCLASE DE SERVICIO;TIPO SUBCLASE DE SERVICIO;USO DE LA EDIFICACION ;CLASE DE USO DE LA EDIFICACION ;CLASE DE VEHÍCULO;SUBCLASE DE VEHÍCULO;ÁREA AFECTADA EN MTS2 EVENTOS FORESTALES;ÁREA EXPUESTA EN MTS2 EVENTOS FORESTALES;ORIGEN DE LA CAUSA COLOCAR EL TITULO DE CADA SERVICIO PARA LAS CAUSA;CAUSAS;Población Expuesta Hombres;Población Expuesta Mujeres;Población Expuesta Niñas;Población Expuesta Niños;Población Afectada Hombres;Población Afectada Mujeres;Población Afectada Niñas;Población Afectada Niños;Rescatados Hombres;Rescatados Mujeres;Rescatados Niñas;Rescatados Niños;Heridos Hombres;Heridos Mujeres;Heridos Niñas;Heridos Niños;Sin signos vitales Hombres;Sin signos vitales Mujeres;Sin signos vitales Niñas;Sin signos vitales Niños
sábado, 18 de abril de 2020;CL 121    45A    71  ;4.702.528,00;-74.056.481;0:02:17;3:23:00;ME-29;CT-04;;;;;;2;;;;;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;2;;;;2;;;;;;;;;;;;;;;
sábado, 18 de abril de 2020;KR 15   ESTE 71A    70 SUR ;4.519.762,00;-74.089.827;0:24:22;2:44:29;ME-36;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.2 PLANTACIÓN PINO;;;;;100;INDETERMINADA;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 19 de abril de 2020;KR 79F    41    21 SUR ;4.623.523,00;-74.160.489;0:08:00;2:54:00;ME-46;ME-16;X-29;;;;;3;;;;;1;1;1;6;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10 LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
domingo, 19 de abril de 2020;KR 24A    19    3 SUR ;4.587.452,00;-74.105.604;0:05:10;0:56:06;ME-30;CT-12;;;;;;2;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
domingo, 19 de abril de 2020;TV 60    69A     SUR ;4.580.522,00;-74.165.481;0:08:10;1:58:16;ME-24;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 20 de abril de 2020;KR 55    153    15  ;4.740.615,00;-74.057.831;0:03:26;2:10:14;CT-05;ME-20;;;;;;2;;;;;;;1;6;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
lunes, 20 de abril de 2020;KR 13   ESTE 78    68 SUR ;451.067.573.300.003,00;-74.092.293.389;0:13:35;0:55:13;ME-36;CT-11;;;;;;2;;;;;;1;1;7;;9;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;NO HAY DATOS ;NO HAY DATOS ;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 21 de abril de 2020;CL 75B   SUR 14A      ;4.537.612,00;-74.133.117;0:29:37;2:31:23;ME-31;CT-02;;;;;;2;;;;;;;3;3;;6;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;4237;LADRILLERA VILLA JULIA ;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 22 de abril de 2020;CL 130    46    77  ;4.716.626,00;-74.054.888;0:04:22;2:58:02;CT-05;;;;;;;1;;;;;;;;2;;2;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.7 FALLA EN APARATO ELECTRICO;ACCIDENTAL;1;1;1;1;1;1;1;1;;;;;;;;;;;;
viernes, 24 de abril de 2020;AK 51 58A 35 SUR;4.580.657,00;-74.151.755;0:14:00;0:49:00;ME-35;;;;;;;1;;;;;;;;3;;3;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;10;2000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 24 de abril de 2020;CL 163A 13B 60;4.740.042,00;-74.031.821;0:07:00;4:12:00;ME-17;CT-10;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 25 de abril de 2020;KR 8 ESTE 108 25 SUR;4.529.088,00;-74.116.000;0:25:00;12:44:55;ME-31;CT-02;;;;;;2;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;3200;RESERVA FORESTAL;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 26 de abril de 2020;KR 25 50 18;4.639.027,00;-74.075.129;0:07:00;0:35:00;ME-45;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.7 FALLA EN APARATO ELECTRICO;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 26 de abril de 2020;CL 91 SUR 5 ESTE;4.498.532,00;-74.107.505;0:05:07;1:41:56;ME-31;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;256;PARQUE TIHUAQUE;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 26 de abril de 2020;CL 54 SUR 5C 58 ESTE;4.536.468,00;-74.094.049;0:05:49;1:34:36;CT-11;;;;;;;1;;;;;;;;2;;2;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;10;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 26 de abril de 2020;KR 1C BIS A ESTE 70 17 SUR;4.520.563,00;-74.114.349;0:04:00;0:34:00;ME-31;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;200;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
lunes, 27 de abril de 2020;CL 6D    86    87  ;4.644.384,00;-74.155.277;0:04:06;1:16:46;ME-46;;;;;;;1;;;;;;1;1;4;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.13  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 27 de abril de 2020;CL 72   SUR 14Y    9  ;4.518.320,00;-74.144.668;0:09:54;0:57:00;ME-31;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;240;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 28 de abril de 2020;CL 43   SUR 11    2  ;4.563.813,00;-74.110.649;0:09:27;2:24:27;ME-30;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;200;40000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 28 de abril de 2020;CL 3A    7A    30 ESTE ;4.585.209,00;-74.070.060;0:08:09;1:37:25;ME-38;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.5 RETAMO ESPINOSO;;;;;27;50000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 28 de abril de 2020;DG 45   SUR 13L    50  ;4.573.006,00;-74.123.419;0:07:49;0:55:49;ME-30;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 29 de abril de 2020;KR 123 131 80;4.737.416,00;-74.105.907;0:02:00;0:30:00;ME-04;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.3 VEHÍCULO DE CARGA;1.2.3.1 CAMIÓN;;;1.2.1.9  FALLA MECANICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 29 de abril de 2020;CL 152B 72 51;4.739.763,00;-74.066.721;0:02:22;0:54:02;CT-05;ME-20;;;;;;2;;;;;;;1;;;1;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 1 de mayo de 2020;CL 139    98C    34  ;4.740.317,00;74.091.710;0:04:51;1:57:44;ME-04;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;2;1;;;2;1;;;;;;;;1;;;;;;
domingo, 3 de mayo de 2020;KR 1A    31C    3  ;4.562.803,00;-74.093.725;0:06:00;1:30:00;ME-36;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
lunes, 4 de mayo de 2020;KR 7   ESTE 104    74 SUR ;4.489.386,00;-74.103.040;0:05:06;1:44:46;ME-31;CT-02;;;;;;2;;;;;;;2;4;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 4 de mayo de 2020;CL 63I    113A    31  ;4.708.843,00;-74.140.150;0:10:00;2:26:00;ME-48;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
lunes, 4 de mayo de 2020;KR 27 BIS   72G      ;4.577.106,00;-74.105.159;0:07:00;1:54:00;ME-40;X-47;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
martes, 5 de mayo de 2020;KR 27A    78    51  ;4.669.740,00;-74.065.365;0:06:44;1:37:17;ME-45;ME-37;;;;;;2;;;;;;;2;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
martes, 5 de mayo de 2020;TV 29    72B    34 SUR ;4.548.380,00;-74.167.329;0:19:40;1:59:40;ME-40;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.2 SUBNORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
miércoles, 6 de mayo de 2020;KR 11    93A    37  ;4.676.277.277,00;-74.046.816.338;0:04:26;1:29:06;ME-45;ME-37;;;;;;2;;;;;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
miércoles, 6 de mayo de 2020;DG 16    96C    5  ;4.666.480,00;-74.146.346;0:06:30;4:10:39;MLI01;CT-08;;;;;;2;;;;;;1;1;5;;7;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;2;1;;;2;1;;;;;;;1;;;;;;;
miércoles, 6 de mayo de 2020;CL 71   SUR 3J    77;4.525.613,00;-74.126.703;0:11:30;3:05:21;ME-31;CT-02;;;;;;2;;;;;;;1;5;;6;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;1547;CERROS ORIENTALES;1.3.1.6  FALLA ELECTRICA;ACCIDENTAL;;;;;;;;;;;;;;;;;;;;
jueves, 7 de mayo de 2020;KR 105    154A    26  ;4.756.125,00;-74.091.562;0:07:29;1:05:31;ME-32;;;;;;;1;;;;;;;1;7;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 8 de mayo de 2020;TV 18    45D    56  ;4.571.195,00;-74.123.950;0:01:22;3:01:54;ME-45;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;2;;;;2;;;;;;;;;;;;;;
sábado, 9 de mayo de 2020;KR 23    69    93  ;4.659.455,00;-74.068.055;0:05:00;1:58:00;ME-37;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.12  SUPERFICIES CALIENTES;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 9 de mayo de 2020;CL 129F    123    30  ;4.735.820,00;-74.109.726;0:20:00;2:23:00;ME-32;X-37;;;;;;2;;;;;;1;;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;2;;;;2;;;;;;;;;;;;;;;
domingo, 10 de mayo de 2020;CL 24    95A    80  ;4.677.159,00;-74.129.358;0:04:51;0:49:15;MLI01;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;5;500;1.1.3.1  LLAMA ABIERTA;PROVOCADA;;;;;;;;;;;;;;;;;;;;
domingo, 10 de mayo de 2020;CL 44B    50    28  ;4.643.464,00;-74.089.517;0:06:20;13:24:14;MLI02;MM-01;;;;;;2;;;;;;;2;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
domingo, 10 de mayo de 2020;CL 83   SUR 87C    19  ;4.617.298,00;-74.206.175;0:05:00;5:37:00;ME-28;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.13 PERSONALES;1.1.13.4 RESTAURANTES;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;3;3;;;3;3;;;;;;;;;;;;;;
domingo, 10 de mayo de 2020;DG 43D   SUR 16C    93 ESTE ;4.541.484,00;-74.080.922;0:10:00;0:57:00;ME-36;;;;;;;1;;;;;;1;;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.2 CONATOS DE 0 HASTA 5000 MTS/2;1.3.2.1 VEGETACIÓN NATIVA;;;;;660;100000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
domingo, 10 de mayo de 2020;CL 69   SUR 88C    2  ;4.624.382,00;-74.195.687;0:10:00;0:58:00;ME-40;;;;;;;1;;;;;1;;;;;1;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.3 COMERCIO VECINAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 11 de mayo de 2020;KM 3.5 VIA LA CALERA ;4.675.936,00;-74.026.800;0:08:42;0:53:02;ME-45;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.9  FALLA MECANICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 11 de mayo de 2020;CL 93A    57A    3  ;4.677.044,00;-74.048.285;0:05:00;1:05:00;ME-29;CT-04;;;;;;2;;;;;1;1;;6;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 11 de mayo de 2020;CL 63   SUR 14     ESTE ;4.526.748,00;-74.087.669;0:10:47;1:47:34;ME-36;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;40;10000;1.3.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
martes, 12 de mayo de 2020;DG 74   SUR 77G    2  ;4.600.023,00;-74.199.453;0:16:13;2:22:19;ME-06;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.2 RESIDUOS VEGETALES;;;;;100;CERROS;1.1.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
miércoles, 13 de mayo de 2020;TV 78H    43    35 SUR ;4.615.070,00;-74.163.509;0:08:00;0:50:00;MA-04;ME-44;;;;;;2;;;;;;1;1;7;;9;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;2;;;;2;;;;;;;;1;;;;;;;
miércoles, 13 de mayo de 2020;CL 115    9A    20  ;4.693.806,00;-74.035.925;0:05:46;1:40:02;ME-17;CT-10;X-25;;;;;3;;;;;;1;3;8;;12;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
miércoles, 13 de mayo de 2020;CL 59    14A    2  ;4.646.446,00;-74.065.514;0:01:46;1:56:06;ME-37;ME-45;;;;;;2;;;;;;;2;8;;10;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 13 de mayo de 2020;KR 57A    94B    37  ;4.684.094,00;-74.064.301;0:09:30;2:19:13;ME-29;CT-04;;;;;;2;;;;;;1;;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.2 INDUSTRIAL;1.1.2.1 FABRICAS;;;;;1.1.1.7  FALLA EN APARATO ELECTRICO;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
jueves, 14 de mayo de 2020;KR 24C    53    39 SUR ;4.576.354,00;-74.137.658;0:10:21;3:36:23;ME-40;;;;;;;1;;;;;;1;;4;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
viernes, 15 de mayo de 2020;CL 132A    94B    72  ;4.732.616,00;-74.089.372;0:04:00;1:23:00;ME-32;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.6  FALLA ELECTRICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
viernes, 15 de mayo de 2020;CL 96    69C    12  ;4.691.082,00;-74.077.971;0:10:19;0:47:51;CT-04;;;;;;;1;;;;;;1;;2;;3;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;;;;;;;;
viernes, 15 de mayo de 2020;CL 73   SUR 14V      ;4.518.360,00;-74.121.821;0:12:00;2:51:00;R-02;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;100;2000;1.1.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
viernes, 15 de mayo de 2020;KR 18    60    36 SUR ;4.648.125,00;-74.068.628;0:05:57;4:01:26;ME-40;;;;;;;1;;;;;;;1;5;;6;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.4.1 INDETERMINADA;INDETERMINADA;1;1;3;3;1;1;3;3;;;;;;;;;;;;
viernes, 15 de mayo de 2020;CL 63 BIS   105I      ;469.866.542.599.999,00;-74.128.854.621;0:06:54;0:29:00;ME-48;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.4 COMERCIAL;1.1.4.2 COMERCIO ZONAL;;;;;1.1.1.11  REACCION QUIMICA EXOTERMICA;ACCIDENTAL;;1;;;;1;;;;;;;;;;;;;;
sábado, 16 de mayo de 2020;KR 3   ESTE 167    51  ;4.742.150,00;-74.014.836;0:18:17;1:22:22;ME-17;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.1 PASTOS;;;;;50;80;1.1.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 16 de mayo de 2020;TV 73    11B    33  ;4.644.959,00;-74.135.557;0:12:02;1:29:12;ME-16;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
sábado, 16 de mayo de 2020;           ;4.666.246,00;-74.013.951;0:10:04;0:58:13;ME-45;;;;;;;1;;;;;;;1;4;;5;1. INCENDIOS;1.3 FORESTALES;1.3.1 QUEMAS;1.3.1.3 CERCADOS DE PINOS Y OTRAS ESPECIES;;;;;2;20;1.1.4.1 INDETERMINADA;INDETERMINADA;;;;;;;;;;;;;;;;;;;;
sábado, 16 de mayo de 2020;KR 12    140    35  ;472.034.389.499.998,00;-74.037.409.373;0:04:54;1:35:12;ME-17;CT-10;X-25;;;;;3;;;;;;1;1;9;;11;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;1;1;;;;;;
domingo, 17 de mayo de 2020;KR 45    170      ;4.693.426,00;-74.056.701;0:04:00;0:34:00;ME-20;CT-05;;;;;;2;;;;;;;1;1;;2;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.3 MOTOCICLETA;;;1.2.1.2  CHISPA POR FRICCION MECANICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
lunes, 18 de mayo de 2020;KR 86    13      ;4.653.938,00;-74.141.945;0:07:20;1:02:07;ME-03;;;;;;;1;;;;;;;1;3;;4;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.1 VEHÍCULO  PARTICULAR;1.2.1.1 AUTOMÓVIL;;;1.2.1.6  FALLA ELECTRICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
martes, 19 de mayo de 2020;KR 89    155    45  ;4.750.076,00;-74.078.915;0:05:00;0:47:00;X-37;ME-32;;;;;;2;;;;;;;1;5;;6;1. INCENDIOS;1.2 VEHICULARES;;;;;1.2.2 VEHÍCULO DE SERVICIO PÚBLICO;1.2.2.5 TAXI;;;1.2.4.1 INDETERMINADA;INDETERMINADA;1;;;;1;;;;;;;;;;;;;;;
miércoles, 20 de mayo de 2020;CL 68B   SUR 81C    7  ;4.610.757.836,00;-74.192.157.131;0:09:00;2:45:00;ME-06;;;;;;;1;;;;;;1;1;3;;5;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.11  REACCION QUIMICA EXOTERMICA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
miércoles, 20 de mayo de 2020;CL 124    22    37  ;470.427.971.100.003,00;-74.052.727.243;0:08:16;2:22:23;ME-17;CT-10;;;;;;2;;;;;;1;;7;;8;1. INCENDIOS;1.1 ESTRUCTURALES;;;1.1.1 VIVIENDA;1.1.1.1 NORMAL;;;;;1.1.1.10  LLAMA ABIERTA;ACCIDENTAL;1;1;;;1;1;;;;;;;1;1;;;;;;
miércoles, 20 de mayo de 2020;KR 7    28    0  ;4.637.238,00;-74.063.213;0:07:40;2:02:35;ME-38;;;;;;;1;;;;;;;2;2;;4;1. INCENDIOS;1.5 TÚNELES;1.5.1 TÚNEL PEATONAL;;;;;;;;1.5.1.13  OTRAS, CUAL, DESCRIBALA;ACCIDENTAL;1;;;;1;;;;;;;;;;;;;;;
